GO:0016360	19.04137549
GO:0060582	19.01912828
GO:0008052	17.71742396
GO:0045747	17.43637469
GO:0043044	16.99962118
GO:0030097	16.59980373
GO:0061564	13.95650691
GO:0008285	12.72002911
GO:0035220	11.20076781
GO:0010605	11.07667717
GO:0007423	10.28243813
GO:0006338	9.465802403
GO:0048812	9.277409604
GO:0009967	8.957186409
GO:0000209	8.573711831
GO:0007476	8.229183369
GO:0048667	8.174671017
GO:0008593	7.561869814
GO:0010629	7.487866518
GO:0048813	6.177482123
GO:0016567	5.799132198
GO:0007444	5.761315015
GO:0042742	5.35250072
GO:0035120	5.057777476
GO:0048749	5.057295978
GO:0001654	4.960502979
GO:0007472	4.865721758
GO:0048477	4.622710881
GO:0007409	4.574773621
GO:0035114	4.351685661
GO:0007292	4.29128061
